item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score
ITM11558,Electronics,365,64,10,4,13.8,0.58,0.4,L31,B,140,4.68,79.81,1.11,6,0.83,884,3.27,0.69,2024-07-15,222.42,0.517
ITM11559,Apparel,298,93,11,2,5.79,2.29,0.16,L47,A,92,3.71,90.86,0.54,4,0.95,562,6.03,0.77,2024-12-01,58.19,0.69
ITM11560,Pharma,165,61,8,2,31.18,7.05,0.28,L13,D,139,4.97,101.59,0.36,6,0.97,56,5.33,0.22,2024-09-05,86.08,0.553
ITM11561,Apparel,337,53,14,8,22.3,1.13,0.5,L88,B,58,4.59,38.9,1.79,8,0.79,442,14.81,0.3,2024-10-19,54.88,0.476
ITM11562,Automotive,243,94,8,3,21.9,4.95,0.96,L48,C,40,2.71,79.3,0.84,8,0.91,50,8.9,0.87,2024-11-07,232.74,0.631
ITM11563,Groceries,388,65,4,3,26.81,6.79,0.75,L70,C,83,2.69,165.06,0.25,2,0.72,310,8.33,0.5,2024-08-30,38.28,0.69
ITM11564,Electronics,403,64,5,3,18.71,7.78,0.85,L83,D,126,3.33,44.66,0.54,7,0.82,96,9.1,0.87,2024-01-20,151.81,0.665
ITM11565,Electronics,81,96,6,6,31.68,4.81,0.35,L46,D,12,1.0,148.67,0.69,5,0.85,917,13.25,0.25,2024-03-29,227.47,0.628
ITM11566,Pharma,313,79,6,5,2.5,6.49,0.72,L8,A,133,3.23,133.8,1.56,3,0.93,827,4.41,0.82,2024-05-21,157.25,0.593
ITM11567,Apparel,258,86,10,2,48.52,5.63,0.88,L51,B,172,2.59,20.89,0.14,3,0.97,51,8.15,0.27,2024-07-25,157.52,0.683
ITM11568,Pharma,214,96,3,5,46.31,1.0,0.53,L36,A,94,3.39,14.26,1.01,3,0.8,584,4.79,0.57,2024-03-14,28.47,0.577
ITM11569,Groceries,185,82,12,5,46.83,7.56,0.49,L25,A,173,3.04,76.98,0.87,6,0.86,408,11.93,0.95,2024-11-12,237.03,0.714
ITM11570,Pharma,470,90,6,3,18.89,2.14,0.75,L16,C,73,1.9,141.51,1.94,5,0.89,526,11.88,0.26,2024-11-07,185.16,0.494
ITM11571,Electronics,241,75,13,5,27.06,0.8,0.6,L59,B,169,3.23,72.78,0.44,1,0.8,964,14.4,0.48,2024-12-14,203.58,0.784
ITM11572,Electronics,80,28,14,2,47.75,4.79,0.99,L12,A,27,2.15,136.87,1.29,4,1.0,471,7.26,0.61,2024-12-21,232.08,0.61
ITM11573,Automotive,148,92,13,2,45.21,8.72,0.48,L85,C,43,1.38,136.44,0.48,4,0.96,864,3.22,0.92,2024-07-24,172.58,0.691
ITM11574,Automotive,497,16,13,7,39.72,1.93,0.26,L28,D,65,3.54,163.25,1.14,5,0.79,645,13.55,0.47,2024-01-20,157.5,0.619
ITM11575,Groceries,192,72,6,4,20.96,0.62,0.52,L83,A,76,1.88,28.9,1.15,6,0.85,253,13.47,0.85,2024-07-21,202.32,0.685
ITM11576,Apparel,499,51,3,6,28.65,1.54,0.31,L82,D,100,4.5,119.65,0.24,7,0.77,276,4.29,0.77,2024-06-18,271.0,0.601
ITM11577,Pharma,175,51,5,5,39.85,3.95,0.61,L77,B,76,1.4,21.87,0.97,9,0.85,997,4.87,0.45,2024-12-19,195.16,0.448
ITM11578,Groceries,424,68,7,6,14.38,6.01,0.21,L3,A,119,3.2,43.43,0.98,7,0.9,813,5.39,0.47,2024-05-01,238.61,0.508
ITM11579,Automotive,397,29,8,6,31.7,2.33,0.95,L7,D,176,3.07,71.85,0.71,4,0.73,866,7.32,0.35,2024-01-26,149.28,0.563
ITM11580,Pharma,129,82,11,6,41.57,8.12,0.87,L43,D,175,1.39,144.4,0.63,1,0.96,200,12.61,0.75,2024-08-31,180.98,0.827
ITM11581,Automotive,288,26,11,8,35.67,7.66,0.24,L32,B,49,2.48,195.04,0.53,9,0.88,296,3.02,0.65,2024-05-17,62.24,0.513
ITM11582,Pharma,430,36,11,9,24.49,7.11,0.26,L17,C,156,3.54,75.08,0.11,7,1.0,867,10.81,0.32,2024-07-09,151.67,0.657
ITM11583,Apparel,375,56,13,7,29.65,5.13,0.56,L73,C,142,1.93,109.02,0.1,5,0.71,66,5.94,0.7,2024-01-11,53.18,0.651
ITM11584,Groceries,410,11,3,6,49.45,3.97,0.8,L27,A,151,1.01,59.22,1.22,2,0.95,353,3.74,0.6,2024-06-21,145.44,0.598
ITM11585,Pharma,297,72,14,9,30.5,4.07,0.3,L9,D,100,3.27,138.34,0.65,3,0.94,938,5.74,0.27,2024-06-04,28.84,0.594
ITM11586,Electronics,93,71,11,9,39.5,5.28,0.15,L98,C,58,1.51,79.65,0.42,0,0.74,563,8.47,0.96,2024-06-08,177.1,0.811
ITM11587,Electronics,456,28,10,7,36.6,1.23,0.59,L71,A,73,3.57,101.5,1.4,2,0.8,246,13.9,0.87,2024-05-23,93.15,0.739
ITM11588,Pharma,482,26,4,2,35.37,6.98,0.72,L27,D,121,4.28,117.88,1.1,3,0.97,495,9.8,0.26,2024-09-08,254.08,0.607
ITM11589,Pharma,226,78,13,8,36.1,3.84,0.32,L76,A,109,1.06,140.39,1.84,1,0.86,390,9.5,0.95,2024-12-22,119.12,0.685
ITM11590,Pharma,407,48,3,5,23.27,2.64,0.77,L28,B,113,2.47,21.41,1.68,5,0.82,830,2.52,0.93,2024-12-16,276.15,0.516
ITM11591,Electronics,499,91,3,7,24.23,3.14,0.96,L30,A,172,2.5,115.43,1.48,7,0.97,110,2.12,0.23,2024-02-20,147.14,0.38
ITM11592,Electronics,298,80,14,4,23.93,2.21,0.22,L43,B,14,3.35,91.92,0.34,5,0.73,316,2.81,0.36,2024-04-26,256.17,0.521
ITM11593,Pharma,394,90,8,9,2.63,9.06,0.56,L100,D,128,2.0,35.42,1.37,9,0.84,146,2.34,0.76,2024-03-09,96.21,0.434
ITM11594,Automotive,345,48,11,6,12.81,2.11,0.15,L19,D,97,2.38,49.53,1.42,2,0.9,332,9.07,0.95,2024-06-02,140.96,0.709
ITM11595,Automotive,491,45,9,9,8.57,8.89,0.29,L77,D,176,0.55,177.94,1.55,8,0.88,296,7.34,0.86,2024-08-14,193.76,0.531
ITM11596,Apparel,359,49,7,8,44.44,5.94,0.18,L1,A,136,1.05,175.64,0.6,3,0.78,84,1.07,0.43,2024-06-13,85.01,0.536
ITM11597,Groceries,376,54,13,4,14.47,8.74,0.46,L36,D,33,3.06,16.33,1.32,5,0.87,835,5.91,0.23,2024-05-17,200.63,0.467
ITM11598,Automotive,359,13,4,2,7.78,5.0,0.84,L19,D,177,1.47,140.99,1.27,3,0.91,518,2.78,0.58,2024-08-01,93.69,0.548
ITM11599,Electronics,223,34,3,2,6.87,9.31,0.62,L17,B,116,1.15,115.3,0.83,3,0.88,117,14.83,0.27,2024-11-05,150.44,0.685
ITM11600,Automotive,180,78,4,3,35.3,2.51,0.3,L70,D,59,1.96,188.57,1.36,1,0.91,238,7.44,0.4,2024-11-26,16.78,0.605
ITM11601,Apparel,47,39,3,6,1.3,5.77,0.14,L33,D,67,1.24,182.52,0.26,9,0.78,90,6.97,0.71,2024-02-15,32.67,0.585
ITM11602,Apparel,411,85,5,3,24.09,1.7,0.6,L23,D,10,0.77,120.12,1.32,1,0.95,657,10.02,0.6,2024-04-06,75.86,0.692
ITM11603,Groceries,276,77,8,8,6.82,4.75,0.22,L15,C,176,1.78,36.4,1.25,1,0.83,732,6.0,0.5,2024-08-14,243.88,0.601
ITM11604,Automotive,184,97,10,4,42.63,5.91,0.41,L85,D,147,1.24,97.36,0.5,1,1.0,994,11.02,0.94,2024-04-18,201.51,0.865
ITM11605,Electronics,82,38,5,9,47.96,6.25,0.56,L4,A,11,4.1,147.78,1.65,7,0.71,956,13.67,0.35,2024-07-27,269.1,0.489
ITM11606,Electronics,41,82,12,5,47.98,3.97,0.91,L17,B,72,0.78,190.83,1.76,9,0.81,116,7.98,0.59,2024-09-05,272.37,0.43
ITM11607,Pharma,89,77,11,3,22.66,1.23,0.17,L2,D,25,3.86,79.13,0.5,3,0.75,996,6.36,0.66,2024-09-21,118.65,0.657
ITM11608,Electronics,400,60,12,2,32.58,6.73,0.7,L46,A,46,2.22,159.09,0.24,3,0.87,357,8.31,0.46,2024-07-10,116.58,0.693
ITM11609,Groceries,424,33,7,6,30.39,5.14,0.11,L31,B,25,3.54,139.83,1.25,9,0.77,168,9.45,0.76,2024-01-29,252.37,0.527
ITM11610,Groceries,115,23,9,9,18.15,1.8,0.67,L76,B,96,0.74,24.88,1.01,9,0.92,902,12.87,0.89,2024-09-20,133.67,0.653
ITM11611,Electronics,182,78,10,4,22.76,9.39,0.6,L42,A,99,4.64,116.02,0.91,2,0.96,732,6.52,0.63,2024-03-22,258.59,0.674
ITM11612,Electronics,98,27,5,7,4.15,9.58,0.83,L3,A,89,3.95,44.87,1.55,4,0.76,235,1.72,0.83,2024-02-03,156.72,0.506
ITM11613,Pharma,24,51,4,8,39.99,8.64,0.58,L23,C,36,1.13,139.87,1.94,3,0.75,119,9.83,0.25,2024-06-08,133.17,0.477
ITM11614,Electronics,335,66,4,8,12.8,8.52,0.42,L34,C,120,1.48,125.92,1.01,6,0.96,806,14.82,0.32,2024-12-29,90.93,0.633
ITM11615,Pharma,139,92,7,2,23.57,1.44,0.32,L7,D,73,3.4,194.88,0.11,9,0.81,974,12.96,0.57,2024-09-16,46.68,0.658
ITM11616,Pharma,321,21,3,7,24.55,9.94,0.18,L17,C,106,4.65,187.72,1.23,6,0.83,720,11.62,0.94,2024-07-25,162.51,0.666
ITM11617,Electronics,197,91,4,8,28.47,4.3,0.58,L95,A,169,2.51,11.78,1.34,5,0.77,333,3.47,0.63,2024-03-10,104.32,0.492
ITM11618,Apparel,195,26,11,5,41.08,2.05,0.9,L54,C,146,2.69,25.21,1.67,6,0.83,668,11.48,0.55,2024-09-25,82.34,0.542
ITM11619,Apparel,409,39,9,9,34.9,8.21,0.56,L68,B,20,1.57,156.14,0.48,6,0.77,995,2.14,0.68,2024-10-18,59.2,0.551
ITM11620,Pharma,236,97,8,6,33.49,2.64,0.77,L15,A,79,2.22,140.27,1.1,7,0.9,597,7.91,0.3,2024-01-15,122.7,0.495
ITM11621,Electronics,75,84,11,9,26.81,5.5,0.37,L96,D,167,1.79,162.18,0.95,0,0.85,397,6.19,0.72,2024-03-29,171.2,0.702
ITM11622,Apparel,385,32,9,5,5.7,1.72,0.5,L9,B,152,2.08,60.69,1.36,2,0.94,964,13.67,0.28,2024-04-08,252.74,0.65
ITM11623,Electronics,206,90,13,8,20.7,5.01,0.39,L61,B,57,0.59,171.37,0.22,2,0.79,244,3.24,0.66,2024-04-12,247.86,0.671
ITM11624,Electronics,251,10,7,5,47.91,5.8,0.2,L58,B,103,0.68,94.06,1.78,4,0.85,829,12.04,0.77,2024-01-30,257.97,0.627
ITM11625,Electronics,274,88,11,9,49.78,4.74,0.48,L100,A,85,3.56,59.76,1.07,9,0.78,533,1.68,0.53,2024-05-07,177.11,0.397
ITM11626,Automotive,432,41,8,8,36.79,1.16,0.79,L47,A,69,3.57,12.02,1.77,6,0.98,637,10.82,0.93,2024-01-17,172.27,0.629
ITM11627,Electronics,474,18,8,6,12.15,5.11,0.46,L66,D,77,1.99,175.56,0.75,9,0.86,329,5.11,0.32,2024-08-21,272.49,0.449
ITM11628,Automotive,123,24,13,6,5.99,4.95,0.69,L76,C,66,4.48,111.72,1.34,5,0.75,882,14.66,0.34,2024-01-26,93.68,0.579
ITM11629,Pharma,96,37,6,7,21.32,2.99,0.78,L14,C,73,1.7,195.32,1.92,3,0.78,397,10.4,0.61,2024-07-03,52.18,0.565
ITM11630,Apparel,249,33,14,5,42.97,9.26,0.39,L58,C,89,2.28,145.79,1.89,5,0.72,641,5.32,0.95,2024-12-26,34.0,0.516
ITM11631,Apparel,421,69,3,4,36.37,4.47,0.82,L65,C,96,3.79,25.28,1.89,6,0.71,966,4.3,0.51,2024-04-11,265.5,0.392
ITM11632,Apparel,277,44,7,7,44.31,8.71,0.41,L29,B,176,3.85,121.76,0.18,3,0.86,527,9.95,0.94,2024-05-20,117.81,0.815
ITM11633,Apparel,283,95,13,6,31.17,1.54,0.33,L79,A,129,4.38,13.25,0.87,7,0.8,147,4.82,0.75,2024-07-07,154.63,0.547
ITM11634,Apparel,350,36,11,2,7.39,3.53,0.3,L6,C,152,0.63,115.98,0.22,4,0.99,331,3.62,0.83,2024-08-25,242.89,0.71
ITM11635,Apparel,201,92,10,8,6.63,2.18,0.28,L94,B,88,1.33,76.54,0.69,2,0.75,679,10.07,0.95,2024-09-15,118.22,0.765
ITM11636,Apparel,400,85,10,7,3.35,4.38,0.76,L85,A,165,3.38,132.23,0.43,1,0.94,468,11.14,0.66,2024-07-22,261.71,0.806
ITM11637,Pharma,275,29,7,3,28.79,1.56,0.9,L67,A,45,2.02,112.9,1.28,0,0.79,272,4.33,0.71,2024-11-21,103.29,0.63
ITM11638,Electronics,57,74,14,4,12.9,4.69,0.31,L39,A,63,0.7,59.66,1.58,3,0.77,301,8.5,0.66,2024-03-04,222.39,0.581
ITM11639,Groceries,195,94,11,8,36.98,3.86,0.18,L59,B,154,3.14,40.85,1.08,1,0.99,129,10.29,0.83,2024-12-14,203.54,0.773
ITM11640,Automotive,46,58,5,7,34.63,2.62,0.38,L83,C,109,2.27,86.9,1.61,2,0.94,875,14.19,0.42,2024-01-16,68.39,0.66
ITM11641,Groceries,295,10,5,6,16.59,6.6,0.69,L4,A,95,2.14,197.5,0.12,0,0.89,731,12.25,0.83,2024-05-03,46.1,0.895
ITM11642,Groceries,159,19,3,9,9.66,9.53,0.43,L8,B,31,1.69,92.78,1.66,5,0.91,462,6.89,0.77,2024-07-09,42.35,0.562
ITM11643,Electronics,318,56,11,6,6.02,2.47,0.59,L62,A,84,0.53,152.27,0.44,3,1.0,718,12.82,0.68,2024-09-07,198.77,0.803
ITM11644,Electronics,464,68,8,4,37.13,7.26,0.77,L52,D,45,1.32,20.82,0.98,4,0.88,442,7.18,0.23,2024-10-31,13.75,0.54
ITM11645,Electronics,306,71,4,3,23.07,7.55,0.47,L55,D,38,2.63,81.98,0.94,7,0.73,383,2.82,0.82,2024-08-16,201.6,0.514
ITM11646,Apparel,110,95,10,7,16.85,5.23,1.0,L88,B,179,1.74,120.26,1.76,3,0.72,938,5.78,0.31,2024-03-31,236.77,0.447
ITM11647,Pharma,499,27,14,9,42.98,9.03,0.37,L14,C,169,4.43,152.73,1.94,5,0.9,377,12.27,0.97,2024-08-30,97.73,0.644
ITM11648,Apparel,80,55,11,7,30.09,9.68,0.98,L63,C,151,1.14,110.39,0.58,2,0.9,51,14.38,0.27,2024-10-27,226.25,0.728
ITM11649,Pharma,477,41,11,5,26.38,3.94,0.28,L92,A,27,4.44,107.91,0.23,7,0.92,252,14.77,0.78,2024-10-09,57.96,0.774
ITM11650,Pharma,470,36,4,2,37.43,6.68,0.2,L57,C,47,2.32,155.14,1.34,2,0.73,307,9.95,0.49,2024-06-28,288.54,0.603
ITM11651,Groceries,384,27,4,6,40.96,6.79,0.78,L10,C,110,1.74,69.52,1.06,6,0.98,812,7.7,0.79,2024-06-25,77.3,0.631
ITM11652,Groceries,366,48,9,7,34.62,4.33,0.73,L11,D,43,1.87,27.22,1.17,6,0.87,416,3.27,0.62,2024-03-24,151.63,0.505
ITM11653,Pharma,182,58,13,7,22.56,3.51,0.83,L42,B,130,1.99,75.96,0.19,2,0.89,195,2.44,0.7,2024-05-12,294.34,0.692
ITM11654,Pharma,370,91,6,8,19.59,9.37,0.41,L78,D,96,2.78,40.21,1.57,2,0.71,886,8.26,0.26,2024-12-18,273.07,0.507
ITM11655,Apparel,162,53,3,8,38.81,8.0,0.94,L19,B,169,2.09,193.53,0.54,9,0.99,427,11.19,0.97,2024-02-16,201.24,0.707
ITM11656,Apparel,419,81,10,7,26.38,1.59,0.21,L9,A,119,3.41,119.73,0.74,9,0.87,490,5.53,0.2,2024-05-25,117.07,0.434
ITM11657,Groceries,272,63,4,3,35.51,1.64,0.13,L17,D,76,2.41,94.85,0.53,7,0.87,504,10.45,0.95,2024-01-15,213.03,0.71
ITM11658,Electronics,288,43,5,2,44.63,9.26,0.37,L36,B,52,3.52,183.29,1.9,2,0.98,456,8.99,0.65,2024-07-16,143.48,0.616
ITM11659,Pharma,388,80,7,7,45.88,1.27,0.82,L80,C,132,3.22,181.07,0.42,1,0.98,836,14.17,0.41,2024-01-26,41.56,0.805
ITM11660,Apparel,310,45,5,4,14.61,7.04,0.71,L82,B,31,1.6,88.98,1.49,4,0.77,68,3.93,0.71,2024-03-24,240.83,0.519
ITM11661,Groceries,478,27,9,6,10.21,2.65,0.49,L75,C,96,4.16,176.2,0.57,6,0.98,929,9.27,0.74,2024-10-19,262.77,0.691
ITM11662,Apparel,206,47,9,5,13.8,0.83,0.33,L71,A,86,4.1,22.16,0.91,7,0.92,482,6.79,0.78,2024-04-19,128.21,0.6
ITM11663,Pharma,424,68,4,8,37.82,1.07,0.15,L92,C,134,4.95,178.29,1.99,0,0.71,478,4.66,0.21,2024-04-23,203.06,0.447
ITM11664,Pharma,457,18,9,4,19.13,4.05,0.4,L42,B,105,1.29,69.01,0.29,1,0.77,301,6.0,0.99,2024-11-27,18.81,0.783
ITM11665,Automotive,478,82,13,6,9.5,1.24,0.51,L49,D,131,4.32,117.37,1.77,6,0.82,845,5.12,0.69,2024-04-25,67.2,0.473
ITM11666,Electronics,433,81,8,9,5.82,6.17,0.72,L77,B,166,4.42,61.24,1.9,8,0.87,892,8.39,0.5,2024-12-12,175.38,0.436
ITM11667,Automotive,323,60,12,8,17.04,6.65,0.68,L68,D,49,3.39,197.11,1.43,2,0.91,611,8.81,0.66,2024-04-15,89.48,0.648
ITM11668,Groceries,310,44,11,3,7.67,4.05,0.95,L38,B,113,2.78,23.64,0.12,7,0.76,956,13.12,0.34,2024-05-17,283.87,0.643
ITM11669,Apparel,105,91,11,8,8.66,7.56,0.19,L59,B,128,4.81,94.92,1.66,9,0.95,872,11.94,0.4,2024-11-29,252.74,0.483
ITM11670,Groceries,185,14,4,2,34.51,5.16,0.4,L65,A,147,4.88,127.99,1.78,2,0.95,698,5.24,0.27,2024-07-28,199.95,0.496
ITM11671,Pharma,434,23,9,2,1.97,4.59,0.53,L78,C,129,3.39,126.97,1.96,3,0.89,959,14.04,0.9,2024-09-19,299.66,0.689
ITM11672,Automotive,481,39,7,6,6.76,4.37,0.7,L56,B,26,2.12,150.36,1.69,1,0.98,787,13.16,0.4,2024-01-11,80.54,0.662
ITM11673,Automotive,427,13,8,4,42.37,4.6,0.55,L13,D,111,4.18,147.64,0.95,8,0.94,270,9.76,0.79,2024-12-15,276.55,0.621
ITM11674,Automotive,133,48,3,5,42.4,9.69,0.92,L90,C,139,0.9,160.7,1.41,4,0.77,162,1.26,0.42,2024-01-05,98.33,0.434
ITM11675,Groceries,452,93,9,3,17.13,6.97,0.65,L15,A,154,1.81,54.51,1.02,4,0.94,198,3.93,0.32,2024-08-30,183.01,0.522
ITM11676,Pharma,499,73,8,6,5.31,3.49,0.14,L84,C,117,4.93,80.4,0.77,3,0.99,609,12.05,0.29,2024-03-08,135.97,0.68
ITM11677,Apparel,375,34,6,9,35.54,7.47,0.2,L84,B,99,4.16,82.59,1.29,4,0.74,107,7.35,0.89,2024-11-27,138.53,0.615
ITM11678,Apparel,435,37,3,3,18.65,3.64,0.78,L99,D,128,4.73,191.61,1.56,0,0.99,246,2.76,0.3,2024-03-29,231.13,0.539
ITM11679,Groceries,202,85,11,2,3.23,1.69,0.74,L71,D,175,3.18,87.77,1.31,9,0.71,786,6.72,0.27,2024-11-03,110.79,0.375
ITM11680,Automotive,226,75,6,7,8.73,5.02,0.24,L93,C,174,2.33,52.16,1.67,9,0.86,698,3.97,0.21,2024-01-05,157.18,0.32
ITM11681,Electronics,275,87,4,7,7.72,7.63,0.15,L28,D,72,4.91,130.15,0.44,5,0.93,756,13.5,0.49,2024-04-24,71.4,0.72
ITM11682,Groceries,254,31,10,5,29.87,4.09,0.62,L56,B,14,1.89,91.18,0.81,3,0.94,767,13.45,0.95,2024-05-09,231.41,0.816
ITM11683,Groceries,461,40,4,3,45.01,8.76,0.67,L58,D,34,3.91,57.52,0.69,3,0.92,67,6.42,0.93,2024-11-07,170.06,0.727
ITM11684,Pharma,374,32,7,6,39.86,4.18,0.22,L30,D,82,3.01,145.88,0.47,4,0.86,829,2.92,0.29,2024-06-05,83.97,0.542
ITM11685,Apparel,22,57,13,5,27.78,3.82,0.53,L53,D,133,1.53,46.47,0.94,0,0.9,264,6.02,0.21,2024-12-30,87.12,0.608
ITM11686,Groceries,227,29,8,8,21.69,9.98,0.38,L44,B,31,0.58,130.34,1.9,3,0.91,767,2.8,0.8,2024-12-29,95.13,0.529
ITM11687,Groceries,216,47,13,8,31.32,5.08,0.94,L59,A,102,2.23,91.8,1.12,9,0.85,685,5.26,0.45,2024-11-25,212.79,0.438
ITM11688,Automotive,360,64,10,9,22.75,8.15,0.3,L52,D,44,2.96,70.64,0.64,2,0.88,65,11.8,0.87,2024-05-20,182.58,0.803
ITM11689,Automotive,144,77,13,4,13.06,8.15,0.76,L54,A,64,1.32,189.74,0.77,4,0.95,726,5.09,0.37,2024-08-04,248.45,0.575
ITM11690,Electronics,157,88,3,7,34.28,9.3,0.57,L94,C,137,2.37,71.64,1.26,9,0.79,709,8.62,0.59,2024-07-11,175.74,0.485
ITM11691,Pharma,358,97,3,6,43.79,1.31,0.11,L13,C,29,3.27,76.03,0.77,4,0.86,837,2.66,0.23,2024-06-27,98.93,0.496
ITM11692,Electronics,44,98,14,3,19.27,3.08,0.57,L41,B,14,3.72,175.42,1.12,7,0.7,448,5.87,0.92,2024-08-23,289.23,0.55
ITM11693,Automotive,87,10,6,5,42.24,7.79,0.19,L55,B,176,0.74,34.52,0.62,0,0.91,282,1.55,0.34,2024-05-09,266.97,0.609
ITM11694,Apparel,80,16,7,6,22.12,5.84,0.69,L41,B,72,3.49,30.53,0.76,2,0.76,74,8.67,0.44,2024-04-21,90.86,0.64
ITM11695,Automotive,48,66,11,5,20.67,5.82,0.61,L86,B,41,0.76,63.71,1.44,4,0.84,450,5.87,0.58,2024-08-26,274.68,0.538
ITM11696,Pharma,402,21,13,5,2.39,2.08,0.11,L33,A,83,0.63,122.41,1.21,2,0.76,829,13.21,0.42,2024-06-03,218.84,0.651
ITM11697,Automotive,38,14,9,5,35.07,3.17,0.28,L48,B,177,1.19,83.02,0.28,5,0.71,414,6.5,0.23,2024-12-12,130.26,0.547
ITM11698,Pharma,190,59,9,3,40.57,5.45,0.8,L20,A,154,3.44,125.63,1.95,9,0.84,987,8.81,0.22,2024-09-23,145.39,0.354
ITM11699,Pharma,469,51,10,6,33.51,3.13,0.35,L88,D,110,0.74,40.35,0.19,2,0.83,344,14.67,0.96,2024-11-15,139.45,0.895
ITM11700,Pharma,93,21,7,2,8.42,2.5,0.55,L61,D,88,0.59,59.68,0.26,5,0.83,486,10.0,0.46,2024-07-22,241.09,0.665
ITM11701,Pharma,80,27,7,2,6.06,1.33,0.38,L9,C,169,1.03,117.38,1.43,7,0.76,120,8.01,0.47,2024-10-26,60.9,0.47
ITM11702,Pharma,446,75,3,3,29.07,1.98,0.93,L12,C,32,4.77,51.26,1.45,3,0.98,761,2.37,0.94,2024-02-22,27.01,0.611
ITM11703,Apparel,172,83,11,8,20.67,7.8,0.58,L11,A,65,4.58,90.33,0.14,7,0.7,608,12.49,0.87,2024-01-04,154.55,0.727
ITM11704,Electronics,295,88,8,3,22.03,7.33,0.73,L12,B,146,0.89,118.8,1.32,6,0.97,74,9.99,0.75,2024-09-18,94.22,0.625
ITM11705,Groceries,67,26,11,7,48.42,0.94,0.18,L56,C,115,1.87,194.99,0.16,3,0.92,774,2.52,0.73,2024-12-05,173.54,0.688
ITM11706,Electronics,230,77,5,5,36.47,2.43,0.14,L13,A,78,4.76,25.18,1.93,2,0.75,995,4.44,0.84,2024-07-10,293.68,0.544
ITM11707,Pharma,362,80,7,6,21.18,5.82,0.33,L96,C,31,0.94,97.48,1.42,4,0.84,423,8.53,0.34,2024-10-14,204.72,0.528
ITM11708,Apparel,427,71,4,6,1.94,3.56,0.38,L95,B,41,0.93,85.29,0.45,4,1.0,594,1.63,0.73,2024-11-27,288.17,0.643
ITM11709,Automotive,158,50,12,4,2.67,8.32,0.72,L48,A,11,0.89,166.61,0.4,6,0.89,507,11.06,0.28,2024-10-31,222.3,0.621
ITM11710,Apparel,129,43,7,4,34.56,7.96,0.61,L17,C,132,4.89,181.06,1.18,0,0.74,263,4.19,0.3,2024-11-07,32.02,0.546
ITM11711,Pharma,202,79,10,9,42.05,8.97,0.44,L72,B,94,3.84,182.33,1.3,8,0.84,260,7.86,0.39,2024-05-24,267.9,0.461
ITM11712,Apparel,47,54,13,2,35.68,5.85,0.69,L8,A,23,1.47,81.28,1.68,1,0.84,590,4.38,0.77,2024-06-01,67.69,0.592
ITM11713,Apparel,216,67,4,4,20.89,3.84,0.25,L76,A,46,0.71,67.88,1.82,8,0.94,820,7.85,0.91,2024-12-16,260.79,0.533
ITM11714,Pharma,210,60,10,4,2.53,6.26,0.16,L72,A,36,4.84,95.34,0.85,8,0.97,88,3.66,0.75,2024-02-25,227.23,0.548
ITM11715,Apparel,334,43,6,2,48.4,1.35,0.87,L72,D,161,2.41,75.36,1.7,2,0.72,309,9.31,0.53,2024-09-03,253.2,0.564
ITM11716,Groceries,408,53,12,7,49.33,0.59,0.61,L43,A,73,3.19,146.58,1.13,6,0.79,726,13.75,0.61,2024-02-02,83.54,0.63
ITM11717,Groceries,70,24,12,8,27.92,0.66,0.68,L86,C,79,1.76,50.58,0.99,2,0.79,144,12.3,0.77,2024-06-21,244.15,0.737
ITM11718,Apparel,168,87,3,2,4.46,4.37,0.38,L16,A,163,3.91,135.15,1.43,7,1.0,439,4.38,0.69,2024-05-21,187.0,0.513
ITM11719,Automotive,287,79,7,8,27.51,2.67,0.43,L53,A,24,1.39,186.13,0.3,7,0.87,269,7.97,0.62,2024-11-23,33.74,0.634
ITM11720,Pharma,69,59,3,9,44.72,1.99,0.17,L46,A,38,4.04,63.18,0.6,2,0.96,955,6.92,0.39,2024-06-15,267.85,0.662
ITM11721,Groceries,407,41,9,4,34.32,6.35,0.87,L86,A,83,1.54,138.61,1.65,4,0.83,317,14.52,0.69,2024-05-21,264.28,0.653
ITM11722,Automotive,265,76,10,6,36.28,9.95,0.63,L97,A,37,0.94,37.28,1.06,6,0.92,543,12.18,0.21,2024-05-13,175.88,0.562
ITM11723,Apparel,132,12,5,4,5.16,2.19,0.18,L55,D,68,2.65,33.06,1.83,0,0.79,679,2.5,0.65,2024-12-01,141.26,0.538
ITM11724,Automotive,189,95,5,5,6.22,5.69,0.82,L93,B,82,4.16,31.97,0.27,2,0.97,115,3.36,0.86,2024-12-30,126.16,0.744
ITM11725,Electronics,487,95,9,9,7.24,1.64,0.5,L7,D,158,2.23,36.32,0.7,0,0.84,436,10.83,0.34,2024-11-29,184.79,0.71
ITM11726,Groceries,185,83,6,8,45.31,9.38,0.79,L37,C,19,0.63,51.07,0.78,1,0.94,242,3.24,0.29,2024-06-01,254.09,0.591
ITM11727,Apparel,428,60,5,8,26.77,3.27,0.11,L77,B,141,2.99,116.94,0.9,6,0.78,369,14.31,0.98,2024-04-06,174.12,0.733
